gx,gy,gz,lin_acc_mag,gyro_mag,gyro_diff,lin_acc_diff,gyro_avg,gyro_var,lin_acc_avg,lin_acc_var,lin_ax_avg,lin_ay_avg,lin_az_avg,label
511.916,-95.9607,-119.409,0.036,534.3453,10.597,0.0002,556.0258,239.9939,0.0442,5.9e-05,-0.0001,0.0424,0.0005,ROTATE1
511.9297,-51.3654,-104.2616,0.0371,524.9579,9.3874,0.0011,545.4708,227.3936,0.0404,2.7e-05,0.0014,0.0383,0.0058,ROTATE1
511.9406,-14.3517,-89.728,0.0384,519.9426,5.0154,0.0013,535.9256,168.0686,0.0383,8e-06,0.0059,0.0351,0.0057,ROTATE1
511.9494,-5.8095,-97.4262,0.0358,521.1696,1.2271,0.0026,529.0716,88.479,0.0367,1e-06,0.0097,0.0315,0.0024,ROTATE1
508.8408,-23.7695,-121.3503,0.0229,523.6505,2.4808,0.0128,524.8132,25.8467,0.034,3.2e-05,0.0097,0.0282,-0.0014,ROTATE1
501.9101,-52.0906,-151.0178,0.0186,526.7196,3.0692,0.0044,523.288,6.0751,0.0306,6.7e-05,0.0092,0.025,-0.0076,ROTATE1
466.6718,-90.2256,-174.4923,0.0121,506.3307,20.3889,0.0065,519.5626,49.1484,0.0255,0.000102,0.0057,0.0192,-0.0111,ROTATE1
427.4906,-112.718,-185.1845,0.0176,479.3192,27.0116,0.0056,511.4379,307.0161,0.0214,6.4e-05,-0.0014,0.0116,-0.0096,ROTATE1
369.1112,-116.5744,-177.4882,0.0353,425.8342,53.485,0.0177,492.3708,1390.1213,0.0213,6.1e-05,-0.0099,0.0035,-0.0024,ROTATE1
295.3296,-92.072,-144.5187,0.0479,341.4418,84.3924,0.0126,455.9291,4422.354,0.0263,0.000178,-0.0183,-0.0043,0.0045,ROTATE1
190.8699,-36.792,-99.69,0.0601,218.4561,122.9856,0.0121,394.2764,10897.7207,0.0346,0.000325,-0.0283,-0.0109,0.0125,ROTATE1
50.296,25.207,-45.452,0.0601,72.3254,146.1307,0.0,307.4753,21582.5508,0.0442,0.00026,-0.0378,-0.0155,0.0153,ROTATE1
-62.1632,71.8844,25.9728,0.0504,98.5201,26.1948,0.0097,231.3155,18608.627,0.0508,8.4e-05,-0.0431,-0.0177,0.0108,ROTATE1
-152.1306,96.8263,79.6095,0.0349,197.121,98.6009,0.0154,185.5729,9182.5908,0.0507,8.7e-05,-0.0409,-0.0148,0.0019,ROTATE1
-224.1045,54.7954,106.1095,0.0283,253.9381,56.8171,0.0066,168.0722,4952.0542,0.0468,0.00017,-0.0326,-0.0135,-0.0073,ROTATE1
-281.6836,-6.6543,122.3094,0.0249,307.1636,53.2255,0.0035,185.8137,7998.8721,0.0397,0.00018,-0.0206,-0.0137,-0.0152,ROTATE1
-327.7469,-69.4641,133.4569,0.0232,360.63,53.4664,0.0016,243.4746,8210.3242,0.0323,9.7e-05,-0.0064,-0.0134,-0.0187,ROTATE1
-364.5975,-118.9119,142.8874,0.0171,409.2532,48.6231,0.0062,305.6212,5642.2725,0.0257,3.5e-05,0.0053,-0.0107,-0.0163,ROTATE1
-394.078,-154.3326,132.5756,0.0181,443.5001,34.2469,0.0011,354.897,4661.8271,0.0223,1.8e-05,0.0114,-0.0082,-0.0111,ROTATE1
-417.6624,-167.7911,104.5323,0.0594,462.0852,18.5851,0.0412,396.5264,3188.1411,0.0285,0.000247,0.0121,-0.0014,0.0049,ROTATE1
