gx,gy,gz,lin_acc_mag,gyro_mag,gyro_diff,lin_acc_diff,gyro_avg,gyro_var,lin_acc_avg,lin_acc_var,lin_ax_avg,lin_ay_avg,lin_az_avg,label
23.5764,0.241,-10.1381,0.0437,25.6649,3.18,0.0042,24.7215,19.8124,0.038,1.3e-05,-0.014,0.0227,-0.0262,translate1
23.7424,16.0709,-14.2043,0.0477,31.9959,6.331,0.004,27.8507,6.5867,0.0409,1.8e-05,-0.015,0.0205,-0.0317,translate1
23.2095,40.4067,-19.6322,0.0521,50.5649,18.569,0.0044,33.0243,81.0189,0.0442,2.7e-05,-0.0162,0.0176,-0.0365,translate1
27.3864,72.8473,-20.0839,0.0583,80.3747,29.8098,0.0061,43.4891,414.9733,0.0483,4.3e-05,-0.0167,0.0143,-0.0419,translate1
27.9091,106.7184,-17.5546,0.0622,111.6956,31.3209,0.004,60.0592,1027.9392,0.0528,4.6e-05,-0.0167,0.0097,-0.048,translate1
29.2335,130.8623,-13.1718,0.0652,134.7332,23.0376,0.003,81.8729,1430.7502,0.0571,4.1e-05,-0.0156,0.0035,-0.0537,translate1
33.0275,146.1398,-4.6718,0.0663,149.8982,15.1651,0.0011,105.4533,1302.6598,0.0608,2.7e-05,-0.0135,-0.0034,-0.0581,translate1
41.0407,151.1181,3.6157,0.0594,156.6336,6.7354,0.0068,126.6671,773.9736,0.0623,1e-05,-0.0098,-0.01,-0.0595,translate1
65.1201,148.6007,8.6769,0.0498,162.4749,5.8413,0.0097,143.0871,332.2003,0.0606,3.5e-05,-0.0056,-0.0151,-0.0573,translate1
94.2023,131.3525,7.829,0.0477,161.8297,0.6452,0.0021,153.1139,104.8346,0.0577,5.9e-05,-0.001,-0.0186,-0.0538,translate1
129.5244,98.3632,-0.8118,0.0457,162.6424,0.8127,0.002,158.6958,24.2655,0.0538,6.1e-05,0.0036,-0.0207,-0.0489,translate1
168.8882,60.4218,-16.2869,0.0423,180.1091,17.4668,0.0033,164.7379,63.9847,0.049,3.3e-05,0.0082,-0.0228,-0.0415,translate1
220.5106,23.9437,-38.6764,0.0406,225.1535,45.0443,0.0017,178.4419,593.0573,0.0452,1.1e-05,0.0129,-0.0246,-0.0319,translate1
272.7679,-11.0825,-57.513,0.0463,278.9854,53.832,0.0056,201.744,2020.8799,0.0445,7e-06,0.0165,-0.0281,-0.0204,translate1
307.6205,-45.6598,-71.2823,0.0517,319.0555,40.07,0.0055,233.1892,3465.8462,0.0453,1.5e-05,0.0194,-0.0323,-0.0072,translate1
316.3495,-74.2903,-79.404,0.061,334.5162,15.4607,0.0093,267.5639,3342.2847,0.0484,5.4e-05,0.021,-0.0372,0.0073,translate1
307.8234,-94.326,-78.0544,0.0803,331.278,3.2382,0.0192,297.7977,1710.4316,0.056,0.000193,0.0214,-0.0428,0.0235,translate1
293.6931,-92.6421,-71.5967,0.1008,316.1712,15.1068,0.0205,316.0013,391.1422,0.068,0.000403,0.0204,-0.0496,0.0395,translate1
262.7607,-70.4636,-58.993,0.1111,278.3676,37.8037,0.0103,315.8777,400.3516,0.081,0.000511,0.0187,-0.0553,0.0546,translate1
220.2211,-33.5959,-48.2256,0.1061,227.9292,50.4384,0.005,297.6524,1613.1598,0.0919,0.000347,0.0156,-0.0582,0.068,translate1
179.8331,-11.208,-49.4367,0.0913,186.841,41.0882,0.0148,268.1174,2924.8889,0.0979,0.000121,0.0126,-0.0571,0.0774,translate1
160.8196,-12.4601,-54.99,0.081,170.4174,16.4236,0.0103,235.9453,3001.0474,0.098,0.000116,0.0092,-0.0535,0.0809,translate1
153.9932,-26.5681,-58.2733,0.0855,166.7799,3.6375,0.0046,206.067,1777.8658,0.095,0.000137,0.007,-0.0495,0.0804,translate1
140.9477,-43.6357,-53.1624,0.1013,156.8329,9.947,0.0158,181.7601,626.3651,0.093,8.9e-05,0.0067,-0.0491,0.0783,translate1
