gx,gy,gz,lin_acc_mag,gyro_mag,gyro_diff,lin_acc_diff,gyro_avg,gyro_var,lin_acc_avg,lin_acc_var,lin_ax_avg,lin_ay_avg,lin_az_avg,label
-111.0101,-85.4957,-9.8696,0.1605,140.4641,6.1498,0.0186,170.7868,1085.3425,0.1395,0.000198,0.0214,-0.0033,-0.1166,SHAKE
-84.5487,-142.6403,49.9575,0.1712,173.1776,32.7135,0.0107,161.4495,517.5821,0.1443,0.000364,0.0656,-0.0182,-0.1135,SHAKE
-41.239,-195.7466,115.4816,0.1752,230.9836,57.8059,0.004,168.2201,1184.108,0.1548,0.000352,0.0993,-0.0308,-0.1064,SHAKE
20.9807,-236.7817,180.2603,0.1682,298.3279,67.3443,0.0071,195.4535,3820.7134,0.1634,0.000139,0.1224,-0.0397,-0.0958,SHAKE
107.9596,-266.5785,244.6145,0.15,377.5654,79.2375,0.0182,244.1037,7339.2163,0.165,8e-05,0.1335,-0.0446,-0.0833,SHAKE
188.7645,-294.6722,298.0885,0.1123,459.6961,82.1307,0.0376,307.9501,10410.6357,0.1554,0.000539,0.1299,-0.0462,-0.0702,SHAKE
253.4085,-312.3003,340.8676,0.0792,527.1984,67.5023,0.0331,378.7542,11378.6455,0.137,0.001309,0.117,-0.0411,-0.0576,SHAKE
305.1237,-328.2183,375.091,0.0489,584.398,57.1996,0.0303,449.4372,10473.209,0.1117,0.001929,0.0947,-0.0272,-0.0469,SHAKE
346.4958,-364.9747,400.6791,0.0636,643.2803,58.8823,0.0146,518.4276,8661.7568,0.0908,0.001318,0.0613,-0.0081,-0.0405,SHAKE
379.5935,-394.3797,422.9402,0.1067,691.7405,48.4602,0.0431,581.2626,6752.5532,0.0822,0.000594,0.0205,0.015,-0.0368,SHAKE
406.0717,-417.9038,440.749,0.1436,730.6144,38.8739,0.0369,635.4463,5322.1865,0.0884,0.001128,-0.0161,0.0441,-0.0368,SHAKE
427.2543,-436.723,454.9961,0.1713,761.7708,31.1563,0.0277,682.3608,3969.2649,0.1068,0.002145,-0.0481,0.0765,-0.034,SHAKE
444.2003,-451.7784,466.3938,0.2079,786.7279,24.9572,0.0366,722.8268,2590.9253,0.1386,0.002508,-0.067,0.1105,-0.0152,SHAKE
457.7571,-463.8227,475.5119,0.3224,806.7123,19.9844,0.1145,755.5132,1664.3522,0.1904,0.005456,-0.0847,0.1537,0.022,SHAKE
468.6026,-473.4582,451.2595,0.4485,804.6031,2.1091,0.1261,778.0858,823.4084,0.2587,0.01271,-0.1076,0.2123,0.0666,SHAKE
454.1071,-481.1666,341.8889,0.5913,744.7298,59.8734,0.1428,780.9088,587.2578,0.3483,0.024164,-0.1373,0.2876,0.1256,SHAKE
409.1576,-487.3333,181.1611,0.6705,661.6064,83.1234,0.0792,760.8759,2959.301,0.4481,0.028694,-0.1696,0.3639,0.1963,SHAKE
331.6042,-492.2666,42.5289,0.7405,595.0601,66.5463,0.07,722.5423,6855.1523,0.5546,0.022908,-0.2094,0.4329,0.2723,SHAKE
226.3083,-460.1164,-68.3769,0.8113,517.2988,77.7613,0.0707,664.6597,10512.8145,0.6524,0.015727,-0.233,0.4873,0.3554,SHAKE
78.6467,-317.94,-157.1015,0.8705,363.252,154.0468,0.0593,576.3894,16973.6523,0.7368,0.0098,-0.2298,0.5255,0.448,SHAKE
-39.4827,-151.9551,-228.0812,0.8829,276.894,86.358,0.0124,482.8222,20490.6445,0.7951,0.006434,-0.2115,0.5355,0.5361,SHAKE
-133.9861,-19.1672,-284.865,0.8371,315.385,38.491,0.0458,413.578,14910.1641,0.8285,0.002568,-0.179,0.5308,0.6026,SHAKE
-209.5889,87.0631,-330.292,0.7498,400.7496,85.3646,0.0873,374.7159,6845.6665,0.8303,0.002254,-0.1352,0.5143,0.6335,SHAKE
-270.0711,172.0473,-366.6336,0.6459,486.7842,86.0346,0.1039,368.613,5254.3086,0.7973,0.00789,-0.0864,0.4851,0.6235,SHAKE
-318.4569,240.0348,-395.7068,0.5186,561.7966,75.0123,0.1273,408.3219,11135.7432,0.7269,0.017394,-0.0351,0.4377,0.5739,SHAKE
-357.1655,294.4247,-418.9655,0.4081,624.3278,62.5312,0.1105,477.8087,12184.3828,0.6319,0.023827,0.0288,0.3784,0.493,SHAKE
-388.1324,337.9366,-437.5724,0.3682,675.5128,51.1851,0.0399,549.8342,9537.8018,0.5381,0.020521,0.1023,0.3119,0.3948,SHAKE
